longitude        latitude        elevation           val1     val2
103.4929965     50.23737700     202.3902130          98      18
103.2498425     50.22018272     193.6450806          99      18
103.0068772     50.20244320     189.8907623         100      18
102.7641081     50.18415925     191.0848694         101      18
102.5215408     50.16533159     197.6059570         102      18
102.2791784     50.14596074     201.3471832         103      18
102.0370335     50.12604800     197.3000946         104      18
101.7951073     50.10559382     194.3101654         105      18
101.5534019     50.08459867     190.6111755         106      18
101.3119280     50.06306381     185.6521149         107      18
113.5620509     50.62334153     258.5987549          57      19
113.3153757     50.62885100     259.4282837          58      19
113.0686422     50.63380335     261.6775818          59      19
112.8218555     50.63819839     267.2872009          60      19
112.5750228     50.64203594     278.0001526          61      19
112.3281504     50.64531584     287.2692261          62      19
112.0812444     50.64803796     290.6455383          63      19
111.8343111     50.65020218     291.3433533          64      19
111.5873567     50.65180844     290.1705322          65      19
111.3403875     50.65285665     286.8666992          66      19
111.0934097     50.65334678     285.1144104          67      19
110.8464296     50.65327880     282.7568359          68      19
110.5994533     50.65265273     278.0485840          69      19
110.3524871     50.65146858     277.6779785          70      19
110.1055373     50.64972641     281.9836121          71      19
109.8586101     50.64742628     287.8698425          72      19
109.6117117     50.64456828     293.2433167          73      19
109.3648485     50.64115254     295.1484985          74      19
109.1180263     50.63717917     292.8778381          75      19
108.8712518     50.63264836     287.5165710          76      19
108.6245310     50.62756027     278.0700684          77      19
108.3778699     50.62191510     257.3751526          78      19
108.1312751     50.61571309     250.6793518          79      19
107.8847527     50.60895448     248.9630585          80      19
107.6383084     50.60163953     245.8653717          81      19
107.3919487     50.59376854     234.9711304          82      19
107.1456818     50.58534190     229.4117584          83      19
106.8995083     50.57635974     226.6970367          84      19
106.6534391     50.56682259     225.0094604          85      19
106.4074794     50.55673081     223.0798340          86      19
106.1616350     50.54608477     226.1466370          87      19
105.9159135     50.53488498     224.8229370          88      19
105.6703177     50.52313173     225.3725586          89      19
105.4248529     50.51082544     222.2233429          90      19
105.1795298     50.49796683     217.1813812          91      19
104.9343503     50.48455620     210.2034454          92      19
104.6893255     50.47059436     208.6239014          93      19
104.4444581     50.45608169     218.0630188          94      19
104.1997517     50.44101861     220.1607819          95      19
103.9552130     50.42540577     216.3888245          96      19
103.7108529     50.40924409     210.0306854          97      19
103.4666700     50.39253375     202.5117188          98      19
103.2226773     50.37527588     198.7747040          99      19
102.9788753     50.35747079     194.0081024         100      19
102.7352716     50.33911930     193.7998047         101      19
102.4918717     50.32022213     193.5754700         102      19
102.2486790     50.30077980     193.4789124         103      19
102.0057059     50.28079364     193.0764465         104      19
101.7629538     50.26026409     193.2835846         105      19
101.5204248     50.23919163     191.2088470         106      19
101.2781298     50.21757753     186.3190765         107      19
113.5711303     50.77938163     262.3704834          57      20
113.3235824     50.78491167     262.2644348          58      20
113.0759754     50.78988251     264.0945129          59      20
112.8283147     50.79429397     269.5114746          60      20
112.5806075     50.79814585     283.6605835          61      20
112.3328603     50.80143800     291.6114197          62      20
112.0850790     50.80417029     293.7885437          63      20
111.8372702     50.80634260     293.9945679          64      20
111.5894400     50.80795486     294.3069458          65      20
111.3415949     50.80900698     292.7341309          66      20
111.0937410     50.80949894     289.1437378          67      20
110.8458848     50.80943072     287.8076172          68      20
110.5980326     50.80880231     285.1391907          69      20
110.3501905     50.80761373     283.8682251          70      20
110.1023650     50.80586505     285.6910095          71      20
109.8545623     50.80355633     289.1597595          72      20
109.6067887     50.80068765     296.4889832          73      20
109.3590506     50.79725915     300.2824707          74      20
109.1113541     50.79327094     302.1620789          75      20
108.8637058     50.78872321     299.7944946          76      20
108.6161117     50.78361611     292.3056030          77      20
108.3685780     50.77794987     283.4695435          78      20
108.1211113     50.77172471     271.5932312          79      20
107.8737176     50.76494088     270.2933960          80      20
107.6264030     50.75759864     260.9650879          81      20
107.3791741     50.74969830     244.3571625          82      20
107.1320385     50.74124051     236.8809052          83      20
106.8849975     50.73222486     236.1611481          84      20
106.6380620     50.72265217     234.8249207          85      20
106.3912371     50.71252279     230.8040619          86      20
106.1445287     50.70183710     231.5009766          87      20
105.8979446     50.69059562     232.5316315          88      20
105.6514874     50.67879862     232.1336670          89      20
105.4051628     50.66644656     230.1914825          90      20
105.1589812     50.65354013     233.6812134          91      20
104.9129448     50.64007965     219.6030426          92      20
104.6670648     50.62606594     212.9916840          93      20
104.4213437     50.61149937     217.2764740          94      20
104.1757853     50.59638038     217.1587524          95      20
103.9303966     50.58070962     212.3582306          96      20
103.6851881     50.56448801     208.2160339          97      20
103.4401589     50.54771574     204.6756897          98      20
103.1953218     50.53039395     202.5213928          99      20
102.9506774     50.51252295     199.3711548         100      20
102.7062333     50.49410356     195.3844299         101      20
102.4619952     50.47513652     192.9069824         102      20
102.2179665     50.45562235     190.3311920         103      20
101.9741596     50.43556239     189.1660919         104      20
101.7305761     50.41495707     189.6930389         105      20
101.4872181     50.39380690     188.2405701         106      20
101.2440964     50.37211315     186.3038025         107      20
113.5802743     50.93545015     269.7803345          57      21
113.3318474     50.94100087     269.6943665          58      21
113.0833608     50.94599030     271.7139587          59      21
112.8348199     50.95041826     278.3198242          60      21
112.5862320     50.95428455     287.5048828          61      21
112.3376036     50.95758902     295.4493103          62      21
112.0889409     50.96033153     303.2679749          63      21
111.8402503     50.96251198     303.0085144          64      21
111.5915381     50.96413026     303.4932861          65      21
111.3428108     50.96518633     300.4077148          66      21
111.0940747     50.96568013     298.5053101          67      21
110.8453362     50.96561165     297.1245728          68      21
110.5966017     50.96498088     295.1843567          69      21
110.3478775     50.96378786     296.9414368          70      21
110.0991700     50.96203264     296.0380554          71      21
109.8504856     50.95971527     293.7944336          72      21
109.6018306     50.95683587     297.3784485          73      21
109.3532116     50.95339453     304.4905396          74      21
109.1046344     50.94939141     312.3494263          75      21
108.8561061     50.94482666     313.5489807          76      21
108.6076325     50.93970047     308.8933716          77      21
108.3592200     50.93401304     304.1248169          78      21
108.1108751     50.92776460     297.0135498          79      21
107.8626041     50.92095541     284.7746887          80      21
107.6144131     50.91358574     264.0487976          81      21
107.3663086     50.90565588     249.7094879          82      21
107.1182984     50.89716622     243.3676453          83      21
106.8703839     50.88811691     243.3298035          84      21
106.6225759     50.87850877     241.7862244          85      21
106.3748798     50.86834159     238.6616364          86      21
106.1273013     50.85761604     240.7398682          87      21
105.8798485     50.84633264     249.1695862          88      21
105.6325240     50.83449168     241.0368958          89      21
105.3853334     50.82209359     239.3447418          90      21
105.1382874     50.80913909     240.6561737          91      21
104.8913881     50.79562850     224.7780151          92      21
104.6446469     50.78156264     219.0604553          93      21
104.3980662     50.76694189     214.5899506          94      21
104.1516501     50.75176670     212.8334045          95      21
103.9054053     50.73603771     209.5143280          96      21
103.6593427     50.71975587     208.2437592          97      21
103.4134613     50.70292134     208.7069550          98      21
103.1677740     50.68553529     205.5567780          99      21
102.9222814     50.66759803     202.4494171         100      21
102.6769912     50.64911040     197.2900848         101      21
102.4319093     50.63007312     193.3355713         102      21
102.1870389     50.61048674     188.4445496         103      21
101.9423927     50.59035259     184.8828125         104      21
101.6979721     50.56967112     182.7374725         105      21
101.4537794     50.54844284     180.5414734         106      21
101.2098255     50.52666902     179.5641632         107      21
