AGS_LITHID	Site_ID	UWI	Lat_NAD83	Long_NAD83	Li_mg_L	Geo_Unit	Gr_El_masl	KB_El_masl	T_Depth_m	B_Depth_m	M_Depth_m	Cat_An_Bal	Date_Samp	Comments	Report_No	Reference	Pub_by
LITHID_0257	53976	100/06-26-040-24W4/0	52.468323	-113.355557	63.0	Winterburn Group	866.2	870.2	1804.4	1814.2	1809.3	0.02215			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0258	82281	100/06-26-052-01W5/0	53.516676	-114.043669	5.0	Viking Formation	715.1	718.7	1075.9	1147.9	1111.9	0.00318			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0259	87272	100/06-26-055-10W5/0	53.778123	-115.381470	52.0		871.7	876.3	1845.3	1852.0	1848.7	-0.01429			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0260	89230	100/06-26-056-06W5/0	53.865265	-114.788431	4.5		700.7	704.4	1143.0	1152.1	1147.6	0.00214			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0261	89230	100/06-26-056-06W5/0	53.865265	-114.788431	28.0	Nordegg Member	700.7	704.4	1357.0	1376.2	1366.6	0.03039			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0262	95277	100/06-26-062-10W4/0	54.388261	-111.395801	8.0	Mannville Group	623.9	626.4	532.8	538.0	535.4	0.01390			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0263	107009	100/06-26-071-21W5/0	55.175205	-117.120948	55.0	Nordegg Member	654.4	658.7	1310.6	1319.8	1315.2	-0.01373			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0264	107009	100/06-26-071-21W5/0	55.175205	-117.120948	32.0		654.4	658.7	1392.9	1407.9	1400.4	-0.03518			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0265	112871	100/06-26-080-06W6/0	55.960279	-118.828482	4.0	Viking Formation	592.2	596.5	539.5	549.6	544.6	0.00156			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0266	112871	100/06-26-080-06W6/0	55.960279	-118.828482	62.0	Triassic system	592.2	596.5	1146.0	1155.2	1150.6	0.00993			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0267	1584	100/06-27-005-03W4/0	49.411346	-110.335350	0.3	Milk River Formation	1081.1	1085.1	586.7	606.6	596.7	0.06454			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0268	90527	100/06-27-057-24W4/0	53.954233	-113.487830	4.2	Viking Formation	688.2	691.0	812.0	816.9	814.5	0.04500			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0269	96731	100/06-27-063-08W5/0	54.477328	-115.127066	13.0		826.3	830.6	1286.3	1311.9	1299.1	0.01297			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0270	123		49.608721	-112.714819	<0.1	Belly River Group	922.3		76.2	82.3	79.3	-0.02954	1977-06-28		AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0271	226		52.130267	-113.674316	<0.1		971.0		12.2	18.3	15.3	-0.04533	1977-07-14		AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0272	467		50.748366	-114.391392	0.1		1219.5		76.2	82.3	79.3	0.07420	1980-08-26		AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0273	528		51.035911	-113.351016	0.1	Paskapoo Formation	795.7		38.1	44.2	41.2	0.02906	1979-09-18		AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0274	528		53.266909	-114.754488	<0.1	Paskapoo Formation	936.0		48.8	54.9	51.9	0.00779	1977-07-28		AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0275	91406	100/06-28-058-19W4/0	54.040047	-112.769694	13.0	Winterburn Group	624.5	628.8	787.0	794.9	791.0	0.01941			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0276	104059	100/06-28-068-26W4/0	54.914492	-113.913922	5.7	Wabamun Group	659.6	663.9	795.5	801.0	798.3	-0.02737			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0277	113723	100/06-28-081-08W6/0	56.047666	-119.193565	12.0	Mississippian system	649.2	654.1	1877.9	1908.4	1893.2	-0.03141			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0278	29		53.572013	-113.169523	0.2		701.2		44.2	56.4	50.3		1981-03-26		AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0279	124		49.638435	-112.129985	0.2	Milk River Formation	891.8		228.6	234.7	231.7	0.04659	1977-06-25		AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0280	227		52.111981	-113.311576	0.1	Paskapoo Formation	937.5		30.5	36.6	33.6	-0.02899	1977-07-14		AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0281	83037	100/06-29-053-11W4/0	53.604199	-111.593035	8.6	Mannville Group	695.6	698.9	623.6	625.8	624.7	0.02868			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0282	87956	100/06-29-056-10W4/0	53.867349	-111.458525	16.0	Mannville Group	640.1	644.0	649.8	654.1	652.0	0.02964			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0283	91945	100/06-29-058-14W5/0	54.040444	-116.050048	7.8		1110.4	1113.7	2161.0	2191.5	2176.3	0.01129			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0284	91945	100/06-29-058-14W5/0	54.040444	-116.050048	21.0		1110.4	1113.7	2231.1	2245.8	2238.5	0.01154			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0285	117951	100/06-29-089-10W5/0	56.744958	-115.561112	17.0	Elk Point Group	566.0	570.0	1502.7	1508.8	1505.8	-0.05170			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0286	117951	100/06-29-089-10W5/0	56.744958	-115.561112	17.0	Granite Wash	566.0	570.0	1509.4	1513.3	1511.4	-0.05930			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0287	4701	100/06-30-010-17W4/0	49.848145	-112.301566	3.0		817.8	821.4	726.6	738.2	732.4	0.05039			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0288	82288	100/06-30-052-02W5/0	53.517324	-114.289631	6.8	Viking Formation	734.9	738.5	1205.5	1217.7	1211.6	-0.02615			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0289	94760	100/06-30-061-06W5/0	54.301581	-114.892382	5.6		662.9	666.9	961.3	967.4	964.4	0.01001			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0290	114675	100/06-30-083-06W6/0	56.222428	-118.941594	22.0	Mississippian system	612.6	616.3	1415.8	1423.4	1419.6	0.00564			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0292	78204	100/06-31-050-04W5/0	53.358936	-114.574987	25.0		772.3	777.1	1615.0	1627.0	1621.0	0.01550			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0293	104720	100/06-31-069-11W4/0	55.014351	-111.675905	1.7	Viking Formation	600.5	602.9	240.8	249.9	245.4	-0.00491			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0294	550		51.545302	-113.963777	<0.1	Paskapoo Formation	990.9		79.2	85.3	82.3	0.01901	1977-07-26		AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0295	79995	100/06-32-051-14W4/0	53.445211	-112.032382	15.0	Winterburn Group	639.5	643.4	771.1	777.2	774.2	-0.00040			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0296	129162	100/06-32-117-09W6/0	59.202654	-119.498713	60.0	Elk Point Group	606.2	610.5	1699.3	1709.9	1704.6	0.00124			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0297	100533	100/06-33-065-05W5/0	54.665932	-114.698672	10.0	Mannville Group	733.3	737.3	1055.8	1060.1	1058.0	0.02511			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0298	104919	100/06-33-069-23W4/0	55.015358	-113.454140	6.8	Mannville Group	615.1	618.7	566.9	573.0	570.0	0.02514			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0299	60553	100/06-34-044-19W4/0	52.833357	-112.682001	12.0	Viking Formation	723.9	726.9	954.0	960.1	957.1	0.00352			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0300	138176	100/06-34-049-05W5/0	53.270525	-114.653012	16.0	Mississippian system	742.9	747.5	1705.0	1708.0	1706.5	0.01082			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0301	82273	100/06-34-052-27W4/0	53.533189	-113.898323	24.0	Wabamun Group	714.1	718.1	1389.3	1402.1	1395.7	-0.00703			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0302	84755	100/06-34-054-25W4/0	53.707085	-113.605626	21.6	Mannville Group	691.6	695.2	1143.3	1143.9	1143.6	0.02108			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0303	125672	100/06-34-097-06W6/0	57.458011	-118.885388	5.0	Mississippian system	678.5	682.4	733.0	748.9	741.0	0.00790			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0304	69	100/06-35-001-07W4/0	49.077514	-110.843385	0.3	Viking Formation	997.3	1000.4	747.1	747.7	747.4	0.06925			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0305	231		52.315846	-112.525895	0.2		800.3		54.9	61.0	58.0	-0.02377	1977-07-20		AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0306	4759	100/06-35-010-18W4/0	49.862401	-112.346744	2.8		829.1	833.0	745.2	755.9	750.6	0.01035			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0307	88184	100/06-35-056-15W4/0	53.879595	-112.127030	14.0	Mannville Group	616.6	620.3	569.7	573.3	571.5	-0.02825			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0308	232		52.315710	-113.055706	<0.1		808.2		33.2	39.3	36.3	0.02241	1977-07-14		AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0309	533		53.441482	-114.226196	0.1		747.0		127.7	133.8	130.8	0.07297	1979-09-20		AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0310	63088	100/06-36-045-07W5/0	52.921219	-114.888317	2.6		968.7	972.6	1309.1	1318.0	1313.6	0.06492			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0311	63088	100/06-36-045-07W5/0	52.921219	-114.888317	1.5		968.7	972.6	1310.6	1328.3	1319.5	-0.00308			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0313	103066	100/06-36-067-04W5/0	54.840164	-114.476507	5.0	Viking Formation	646.8	649.8	591.3	621.8	606.6	-0.00278			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0314	102938	100/06-36-067-25W4/0	54.839035	-113.685098	8.8	Wabamun Group	676.0	680.0	766.0	769.6	767.8	-0.02459			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0315	110143	100/06-36-076-21W5/0	55.625261	-117.124663	3.0	Viking Formation	600.8	603.8	499.9	506.0	503.0	0.04201			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0316	479		50.569901	-114.113504	0.0		1231.7		53.9	60.0	57.0	0.07076	1980-08-21		AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0317	534		51.170610	-112.630184	0.3		929.9		30.5	36.6	33.6	0.99907	1977-07-05		AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0318	534		53.452408	-114.373463	0.1		725.6		79.2	85.3	82.3	0.03771	1979-09-18		AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0319	34736	100/07-01-026-15W4/0	51.187368	-111.964917	2.6		776.6	780.6	916.2	928.4	922.3	0.01490			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0320	104126	100/07-01-068-04W5/0	54.855197	-114.467148	5.8	Viking Formation	641.0	644.0	584.6	595.6	590.1	-0.00016			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0322	92971	100/07-02-060-01W4/0	54.155942	-110.037446	7.9	Mannville Group	596.2	599.2	477.0	481.6	479.3	-0.00479			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0323	94633	100/07-02-061-25W4/0	54.245216	-113.634339	7.7	Viking Formation	625.1	629.4	657.8	664.5	661.2	-0.00221			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0324	95602	100/07-02-062-07W5/0	54.330589	-114.933641	3.9	Viking Formation	694.3	699.2	972.3	981.5	976.9	-0.02592			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0325	105803	100/07-02-070-21W4/0	55.028027	-113.093930	3.8	Mannville Group	645.6	648.9	416.1	424.6	420.4	0.05954			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0326	112863	100/07-02-080-05W6/0	55.902559	-118.660159	43.0	Triassic system	570.0	573.9	1121.1	1128.7	1124.9	-0.02403			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0327	40264	100/07-03-031-04W5/0	51.625909	-114.483022	31.0	Nordegg Member	1161.6	1165.9	2773.7	2791.1	2782.4	-0.00488			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0328	43319	100/07-03-034-26W4/0	51.887731	-113.603634	74.1	Woodbend Group	988.5	992.1	2302.2	2303.1	2302.7	-0.01611			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0329	88831	100/07-03-056-24W4/0	53.809011	-113.480530	36.0	Winterburn Group	699.8	702.9	1186.3	1191.8	1189.1	0.00805			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0330	118365	100/07-03-090-01W6/0	56.775696	-118.063034	6.0	Mannville Group	709.3	712.6	755.9	768.1	762.0	0.01953			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0331	118365	100/07-03-090-01W6/0	56.775696	-118.063034	9.0	Permian system	709.3	712.6	848.6	863.8	856.2	0.01043			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0332	240		52.581250	-113.390573	0.0		603.7		28.3	34.4	31.4	-0.00979	1979-06-26		AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0333	240		54.833020	-112.468643	<0.1	Paskapoo Formation			30.5	36.6	33.6	-0.22782	1977-07-15		AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0334	495		51.298268	-114.192315	0.1	Paskapoo Formation	1222.6		22.9	29.0	26.0	0.03886	1980-09-03		AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0335	771		49.090667	-111.148459	<0.1							0.18648	1977-09-08		AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0336	82744	100/07-04-052-21W5/0	53.458429	-117.030831	60.0		1096.1	1100.3	3425.3	3451.3	3438.3	-0.00201			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0337	118376	100/07-04-090-04W6/0	56.774980	-118.568473	12.0	Permian system	822.7	826.6	1066.8	1071.7	1069.3	0.00009			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0338	558		51.938166	-112.819172	0.1		823.2		25.3	31.4	28.4	-0.00664	1977-08-09		AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
